Date,BANK,IT,AUTO,PHARMA,FMCG,METAL,REALTY,ENERGY,NIFTY50,INDIAVIX
2012-01-03,0.04227659977095995,0.022022737920003723,0.01711966950715929,0.014540394108184106,0.010999315886028541,0.048330032809262354,0.04459417696827589,0.02248916017146833,0.0,-0.051044823340106564
2012-01-04,0.00813206685239521,-0.0048969725754504975,-0.008220438656265566,0.004574696495727942,-0.006304293896893284,0.0030503523157816696,-0.003400886974345483,-0.004365449368340181,-0.0032895426540406015,0.009511199775257467
2012-01-05,0.005514896893522423,-0.0037302563164487625,0.011933444641468139,-0.0015477138314399764,-0.002041208610381737,-0.006320660633238952,-0.018781152611395013,-0.01566120952974282,6.322223372845206e-05,-0.01911373184651701
2012-01-06,0.003936698897629969,-0.0032504639634898555,-0.0031420142030300553,0.0021596937796531566,0.007468996916622539,-0.003127427039622904,-0.007504692812983369,0.0084975026543095,0.0008732913820035912,-0.017520431515048233
2012-01-09,-0.0008132744884650689,0.0010819962369140086,-0.005916149306508821,0.008719825434097784,-0.00230994337243737,0.0007491384953226872,0.023399067157449646,-0.00561691721659968,-0.0023797867552800087,0.008603933535732798
2012-01-10,0.029474058487439364,0.0069495230813843385,0.028364298559044356,0.010141174027829125,0.011210378869987422,0.03117314760415406,0.04872758790458891,0.02632284224720548,0.022258239444290267,-0.06765866035760684
2012-01-11,0.011909343382715577,-0.013107233020780517,0.002972464451918301,0.0019886676987545034,-0.005535745488098869,0.02287187706709267,0.04502838964233417,0.007106260774914614,0.002348055375701594,0.02225064624237178
2012-01-12,0.010191436764399698,-0.06214641827060332,0.007364515159566756,-0.00035749182394890773,0.007088239492916449,0.011737270069356532,0.001912547331034231,-0.005510551198778277,-0.006128698887331798,-0.02100139826742887
2012-01-13,0.005004042661725377,-2.5525393881248656e-05,0.0005239228059417183,-0.0006311073245968407,0.0039431560012124535,0.03232054116698211,0.020799586197117054,0.002471154047892335,0.0071670110077358545,-0.023154102858890385
2012-01-16,-0.003884866712983754,0.019843979183025596,0.007363062436993322,-0.00928103397859375,0.005859293137242052,0.003510127016642721,-0.005394613200106045,-0.017609081779201112,0.0016221735654996564,0.024817263652304272
