series,total_return,cagr,vol,sharpe,max_dd
Benchmark_Nifty50,0.4803513603329923,0.1031881441625373,0.1373539862062512,0.7966562701478783,-0.1727544132677975
Model_Driven_Overlay,0.49111351497739864,0.10519048901895278,0.13468180605725705,0.823398316271815,-0.1873515554577807
Baseline_Momentum_Overlay,0.5599688931652897,0.11775125330552938,0.17162021758204232,0.7465990210875402,-0.21813668058831304
